cruise,event_code,datetime_utc,date,year,month,day_of_year,latitude,longitude,obs_quality,visibility_mi,precipitation,cloud_pct,wind_dir_deg,wind_speed_kt,beaufort,swell_ft,is_sighting,is_cetacean,is_large_whale,species_code,species_common,species_scientific,species_group,count_best,count_min,count_max,calf_count,behavior_primary,cue,is_on_effort,is_on_transect,ship_heading_deg,sighting_bearing_deg,comments
CalCOFI1507OC,SE,2015-07-09 00:14:00,2015-07-09,2015,7,190,33.11509,-117.43833,G,7.0,OV,90.0,240.0,8.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,350.0,330.0,390.0,,2,1,True,False,162.0,168.0,
CalCOFI1507OC,SE,2015-07-09 18:54:00,2015-07-09,2015,7,190,32.32957,-118.56587,G,7.0,CL,10.0,260.0,6.0,2.0,3.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,750.0,680.0,900.0,,8,1,True,True,240.0,180.0,"Leaving station 93/45, going to station 93/50.  Array deployed.  "
CalCOFI1507OC,SE,2015-07-09 19:05:00,2015-07-09,2015,7,190,32.31433,-118.59503,G,7.0,CL,10.0,260.0,6.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,120.0,110.0,160.0,,1,1,True,True,240.0,225.0,
CalCOFI1507OC,SE,2015-07-09 20:04:00,2015-07-09,2015,7,190,32.29114,-118.5943,G,7.0,CL,10.0,260.0,7.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,320.0,300.0,400.0,,2,1,True,False,70.0,80.0,
CalCOFI1507OC,SE,2015-07-10 01:09:00,2015-07-10,2015,7,191,32.57201,-117.44407,F,7.0,PC,35.0,270.0,12.0,3.0,3.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,,2,True,True,240.0,280.0,
CalCOFI1507OC,SE,2015-07-10 02:05:00,2015-07-10,2015,7,191,32.62061,-117.24172,F,7.0,PC,60.0,270.0,13.0,4.0,4.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,70.0,60.0,90.0,,8,1,True,True,240.0,180.0,
CalCOFI1507OC,SE,2015-07-11 17:08:00,2015-07-11,2015,7,192,31.98206,-119.29566,G,7.0,PC,30.0,280.0,9.0,3.0,2.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,272.0,268.0,285.0,3.0,2,1,True,True,240.0,210.0,
CalCOFI1507OC,SE,2015-07-11 17:21:00,2015-07-11,2015,7,192,31.95874,-119.33937,G,7.0,PC,30.0,280.0,9.0,3.0,2.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,1,3,True,True,240.0,315.0,
CalCOFI1507OC,SE,2015-07-11 17:31:00,2015-07-11,2015,7,192,31.94161,-119.37179,G,7.0,OV,90.0,280.0,9.0,3.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,3,True,True,240.0,300.0,
CalCOFI1507OC,SE,2015-07-11 17:45:00,2015-07-11,2015,7,192,31.91788,-119.418,G,7.0,OV,90.0,280.0,6.0,2.0,2.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,240.0,255.0,
CalCOFI1507OC,SE,2015-07-11 21:51:00,2015-07-11,2015,7,192,31.73366,-119.79927,G,7.0,OV,90.0,280.0,6.0,2.0,2.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,23.0,19.0,29.0,5.0,1,3,True,True,240.0,125.0,
CalCOFI1507OC,SE,2015-07-13 02:34:00,2015-07-13,2015,7,194,29.95317,-123.37733,F,7.0,CL,0.0,310.0,5.0,2.0,2.0,True,True,False,UD,Unidentified Dolphin,,dolphin,13.0,11.0,15.0,0.0,8,1,True,True,240.0,225.0,Most likely striped dolphins or Dsp.
CalCOFI1507OC,SE,2015-07-13 13:19:00,2015-07-13,2015,7,194,30.58183,-123.67583,G,7.0,CL,10.0,340.0,7.0,2.0,2.0,True,True,False,UD,Unidentified Dolphin,,dolphin,17.0,13.0,21.0,,2,3,True,True,52.0,75.0,"Begin day.  Array deployed.  In transit from station 90/120, going east to station 90/110."
CalCOFI1507OC,SE,2015-07-14 14:28:00,2015-07-14,2015,7,195,32.01183,-120.783,P,6.0,OV,100.0,330.0,19.0,5.0,6.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,3.0,3.0,6.0,1.0,5,3,True,True,62.0,62.0,
CalCOFI1507OC,SE,2015-07-15 01:21:00,2015-07-15,2015,7,196,32.4745,-119.8485,P,6.0,OV,100.0,330.0,21.0,5.0,7.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,7.0,6.0,11.0,0.0,5,3,True,True,62.0,95.0,
CalCOFI1507OC,SE,2015-07-15 01:49:00,2015-07-15,2015,7,196,32.51683,-119.7645,P,6.0,OV,100.0,330.0,21.0,5.0,7.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,,2,True,True,62.0,100.0,
CalCOFI1507OC,SE,2015-07-15 02:30:00,2015-07-15,2015,7,196,32.57783,-119.63983,P,6.0,OV,100.0,330.0,21.0,5.0,7.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,14.0,14.0,16.0,0.0,2,3,True,True,62.0,43.0,sighting continued through 19:53 (local DSTime)
CalCOFI1507OC,SE,2015-07-15 02:43:00,2015-07-15,2015,7,196,32.59717,-119.59917,P,6.0,OV,100.0,330.0,21.0,5.0,7.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,2.0,2.0,2.0,,1,2,True,True,62.0,30.0,
CalCOFI1507OC,SE,2015-07-15 02:45:00,2015-07-15,2015,7,196,32.60117,-119.5905,P,6.0,OV,100.0,330.0,21.0,5.0,7.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,25.0,22.0,30.0,0.0,2,3,True,True,62.0,20.0,
CalCOFI1507OC,SE,2015-07-15 02:45:00,2015-07-15,2015,7,196,32.60117,-119.5905,P,6.0,OV,100.0,330.0,21.0,5.0,7.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,,2,True,True,62.0,45.0,
CalCOFI1507OC,SE,2015-07-15 19:42:00,2015-07-15,2015,7,196,33.29317,-118.14583,G,7.0,CL,0.0,240.0,5.0,2.0,3.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,1,1,True,True,60.0,120.0,
CalCOFI1507OC,SE,2015-07-15 23:20:00,2015-07-15,2015,7,196,33.41333,-117.86133,G,7.0,CL,0.0,180.0,7.0,3.0,2.0,True,True,True,BA,Minke Whale,Balaenoptera acutorostrata,large_whale,1.0,1.0,1.0,0.0,1,3,True,True,60.0,75.0,
CalCOFI1507OC,SE,2015-07-16 16:46:00,2015-07-16,2015,7,197,33.5995,-119.07867,G,7.0,OV,100.0,300.0,10.0,2.0,3.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,13.0,11.0,18.0,,2,3,True,True,230.0,205.0,
CalCOFI1507OC,SE,2015-07-16 17:04:00,2015-07-16,2015,7,197,33.5755,-119.134,G,7.0,OV,100.0,300.0,10.0,2.0,3.0,True,True,False,UD,Unidentified Dolphin,,dolphin,16.0,13.0,20.0,,2,1,True,True,230.0,170.0,photos are only of sea lions who were with the dolphins (no photos of dolphins)
CalCOFI1507OC,SE,2015-07-16 17:12:00,2015-07-16,2015,7,197,33.56333,-119.15983,G,7.0,OV,100.0,300.0,10.0,2.0,3.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,1,True,True,230.0,200.0,
CalCOFI1507OC,SE,2015-07-16 17:40:00,2015-07-16,2015,7,197,33.52053,-119.25143,G,7.0,OV,100.0,300.0,10.0,3.0,3.0,True,True,False,UD,Unidentified Dolphin,,dolphin,300.0,240.0,400.0,,2,1,True,True,230.0,305.0,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
CalCOFI1507OC,SE,2015-07-17 00:39:00,2015-07-17,2015,7,198,33.32389,-119.41743,G,7.0,CL,15.0,280.0,12.0,3.0,3.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,,2,True,False,180.0,200.0,
CalCOFI1507OC,SE,2015-07-17 00:39:00,2015-07-17,2015,7,198,33.32389,-119.41743,G,7.0,CL,15.0,280.0,12.0,3.0,3.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,6.0,6.0,7.0,0.0,,2,True,False,180.0,200.0,observed this group for 20 minutes.
CalCOFI1507OC,SE,2015-07-17 00:39:00,2015-07-17,2015,7,198,33.32389,-119.41743,G,7.0,CL,15.0,280.0,12.0,3.0,3.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,1.0,1.0,3.0,0.0,,3,True,False,180.0,250.0,
CalCOFI1507OC,SE,2015-07-17 00:50:00,2015-07-17,2015,7,198,33.34729,-119.44286,G,7.0,CL,15.0,280.0,12.0,3.0,3.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,70.0,65.0,85.0,9.0,,3,True,False,320.0,320.0,observed for 15 minutes
CalCOFI1507OC,SE,2015-07-17 01:51:00,2015-07-17,2015,7,198,33.32485,-119.65262,G,7.0,PC,30.0,280.0,11.0,3.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,260.0,290.0,most likely Bp.  Note another change in course.
CalCOFI1507OC,SE,2015-07-17 19:36:00,2015-07-17,2015,7,198,34.16083,-119.28783,G,7.0,OV,100.0,330.0,5.0,2.0,2.0,True,True,False,UD,Unidentified Dolphin,,dolphin,11.0,10.0,18.0,,2,1,True,False,330.0,35.0,
CalCOFI1507OC,SE,2015-07-17 19:47:00,2015-07-17,2015,7,198,34.18517,-119.30033,G,7.0,OV,100.0,330.0,5.0,2.0,2.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,4.0,4.0,6.0,0.0,,3,True,False,340.0,290.0,
CalCOFI1507OC,SE,2015-07-17 20:53:00,2015-07-17,2015,7,198,34.0865,-119.41483,G,7.0,CL,15.0,280.0,5.0,2.0,2.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,28.0,22.0,35.0,,2,3,True,False,220.0,265.0,
CalCOFI1507OC,SE,2015-07-17 20:56:00,2015-07-17,2015,7,198,34.07833,-119.42317,G,7.0,CL,15.0,240.0,5.0,2.0,2.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,3.0,3.0,4.0,1.0,2,3,True,False,220.0,220.0,
CalCOFI1507OC,SE,2015-07-17 21:25:00,2015-07-17,2015,7,198,34.0015,-119.49767,G,7.0,CL,5.0,240.0,12.0,3.0,2.0,True,True,False,UD,Unidentified Dolphin,,dolphin,125.0,90.0,150.0,,2,1,True,False,220.0,130.0,
CalCOFI1507OC,SE,2015-07-17 22:40:00,2015-07-17,2015,7,198,33.80033,-119.65683,G,7.0,CL,0.0,240.0,13.0,3.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,210.0,265.0,
CalCOFI1507OC,SE,2015-07-17 23:04:00,2015-07-17,2015,7,198,33.73533,-119.71317,G,7.0,CL,0.0,240.0,13.0,3.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,2.0,2.0,2.0,,1,2,True,False,210.0,180.0,
CalCOFI1507OC,SE,2015-07-17 23:40:00,2015-07-17,2015,7,198,33.64033,-119.79433,G,7.0,CL,0.0,240.0,10.0,3.0,2.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,210.0,220.0,
CalCOFI1507OC,SE,2015-07-17 23:42:00,2015-07-17,2015,7,198,33.63617,-119.79767,G,7.0,CL,0.0,240.0,10.0,3.0,2.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,2,2,True,False,210.0,250.0,
CalCOFI1507OC,SE,2015-07-18 01:23:00,2015-07-18,2015,7,199,33.36383,-120.02617,G,7.0,CL,0.0,240.0,8.0,3.0,2.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,210.0,180.0,
CalCOFI1507OC,SE,2015-07-18 01:52:00,2015-07-18,2015,7,199,33.28833,-120.09933,G,7.0,CL,0.0,240.0,8.0,3.0,2.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,210.0,230.0,
CalCOFI1507OC,SE,2015-07-18 02:18:00,2015-07-18,2015,7,199,33.22183,-120.15833,G,7.0,CL,0.0,240.0,7.0,2.0,2.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,8.0,7.0,10.0,1.0,2,2,True,False,210.0,245.0,
CalCOFI1507OC,SE,2015-07-18 02:31:00,2015-07-18,2015,7,199,33.18583,-120.18583,G,7.0,CL,0.0,240.0,7.0,2.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,2.0,2.0,2.0,1.0,1,2,True,False,210.0,230.0,
CalCOFI1507OC,SE,2015-07-19 15:10:00,2015-07-19,2015,7,200,34.28817,-120.0305,E,6.0,HZ,15.0,260.0,7.0,1.0,1.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,270.0,240.0,300.0,6.0,1,3,True,False,294.0,270.0,"begin day.  Leaving station 82/47, going to SCCOOS 80/50.5.  Array deployed."
CalCOFI1507OC,SE,2015-07-19 15:20:00,2015-07-19,2015,7,200,34.2915,-120.06317,E,6.0,HZ,15.0,260.0,7.0,1.0,1.0,True,True,False,UD,Unidentified Dolphin,,dolphin,25.0,30.0,50.0,,4,3,True,False,290.0,330.0,
CalCOFI1507OC,SE,2015-07-19 15:47:00,2015-07-19,2015,7,200,34.32783,-120.16617,E,5.0,HZ,90.0,260.0,7.0,2.0,1.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,34,3,True,False,290.0,230.0,
CalCOFI1507OC,SE,2015-07-19 16:00:00,2015-07-19,2015,7,200,34.344,-120.21167,G,5.0,HZ,90.0,260.0,7.0,2.0,1.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,330.0,300.0,400.0,,2,3,True,False,290.0,30.0,
CalCOFI1507OC,SE,2015-07-19 16:26:00,2015-07-19,2015,7,200,34.381,-120.31,E,6.0,HZ,100.0,260.0,4.0,0.0,1.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,33.0,28.0,40.0,,2,3,True,False,300.0,265.0,
CalCOFI1507OC,SE,2015-07-19 16:53:00,2015-07-19,2015,7,200,34.41433,-120.41183,E,6.0,HZ,100.0,260.0,4.0,0.0,1.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,28.0,25.0,35.0,,8,1,True,False,300.0,322.0,
CalCOFI1507OC,SE,2015-07-19 17:01:00,2015-07-19,2015,7,200,34.4255,-120.44417,G,6.0,HZ,100.0,270.0,6.0,1.0,1.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,16.0,12.0,18.0,0.0,1,3,True,False,300.0,260.0,
CalCOFI1507OC,SE,2015-07-19 20:07:00,2015-07-19,2015,7,200,34.52383,-120.63967,P,6.0,PC,85.0,360.0,18.0,5.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,8,1,True,False,310.0,240.0,
CalCOFI1507OC,SE,2015-07-19 20:53:00,2015-07-19,2015,7,200,34.64876,-120.71174,P,6.0,OV,90.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,4.0,3.0,5.0,,8,2,True,False,280.0,310.0,
CalCOFI1507OC,SE,2015-07-19 21:13:00,2015-07-19,2015,7,200,34.7131,-120.72026,F,6.0,OV,90.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,2.0,2.0,0.0,1,1,True,False,0.0,40.0,
CalCOFI1507OC,SE,2015-07-19 21:23:00,2015-07-19,2015,7,200,34.74533,-120.726,F,6.0,OV,90.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,34,3,True,False,0.0,15.0,
CalCOFI1507OC,SE,2015-07-19 21:26:00,2015-07-19,2015,7,200,34.7555,-120.7285,F,6.0,OV,90.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,34,3,True,False,0.0,300.0,
CalCOFI1507OC,SE,2015-07-19 21:32:00,2015-07-19,2015,7,200,34.7745,-120.73333,F,6.0,OV,90.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,3,True,False,0.0,310.0,
CalCOFI1507OC,SE,2015-07-19 21:49:00,2015-07-19,2015,7,200,34.8295,-120.741,F,6.0,OV,75.0,360.0,15.0,4.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,3,True,False,0.0,30.0,
CalCOFI1507OC,SE,2015-07-19 21:55:00,2015-07-19,2015,7,200,34.851,-120.74333,F,6.0,OV,76.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,12.0,11.0,13.0,0.0,1,3,True,False,0.0,25.0,
CalCOFI1507OC,SE,2015-07-19 21:59:00,2015-07-19,2015,7,200,34.8645,-120.74483,F,6.0,OV,76.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,7.0,7.0,8.0,1.0,1,3,True,False,0.0,320.0,
CalCOFI1507OC,SE,2015-07-19 22:22:00,2015-07-19,2015,7,200,34.93583,-120.75433,F,6.0,OV,90.0,360.0,15.0,4.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,2.0,2.0,0.0,,2,True,False,0.0,30.0,
CalCOFI1507OC,SE,2015-07-19 22:25:00,2015-07-19,2015,7,200,34.94533,-120.75583,F,6.0,OV,90.0,360.0,15.0,4.0,3.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,72.0,69.0,89.0,,,3,True,False,0.0,3.0,
CalCOFI1507OC,SE,2015-07-19 22:34:00,2015-07-19,2015,7,200,34.97283,-120.76033,G,7.0,PC,70.0,360.0,11.0,3.0,3.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,460.0,450.0,485.0,7.0,8,1,True,False,350.0,0.0,
CalCOFI1507OC,SE,2015-07-19 22:36:00,2015-07-19,2015,7,200,34.98217,-120.76183,G,7.0,PC,70.0,360.0,11.0,3.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,1,True,False,350.0,0.0,
CalCOFI1507OC,SE,2015-07-19 22:41:00,2015-07-19,2015,7,200,34.99917,-120.76433,G,7.0,PC,70.0,360.0,9.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,355.0,30.0,
CalCOFI1507OC,SE,2015-07-19 22:41:00,2015-07-19,2015,7,200,34.99917,-120.76433,G,7.0,PC,70.0,360.0,9.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,3.0,3.0,4.0,0.0,1,2,True,False,355.0,200.0,
CalCOFI1507OC,SE,2015-07-19 22:47:00,2015-07-19,2015,7,200,35.01517,-120.76667,G,7.0,PC,70.0,360.0,9.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,12.0,12.0,13.0,2.0,1,2,True,False,355.0,310.0,
CalCOFI1507OC,SE,2015-07-19 23:04:00,2015-07-19,2015,7,200,35.06917,-120.7745,G,7.0,PC,70.0,360.0,9.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,4.0,4.0,5.0,,1,2,True,False,355.0,10.0,
CalCOFI1507OC,SE,2015-07-20 15:39:00,2015-07-20,2015,7,201,34.37083,-122.31817,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,2.0,,1,2,True,True,240.0,215.0,"tall narrow blow, likely fin or blue whale"
CalCOFI1507OC,SE,2015-07-20 15:47:00,2015-07-20,2015,7,201,34.35367,-122.34783,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,240.0,310.0,
CalCOFI1507OC,SE,2015-07-20 15:54:00,2015-07-20,2015,7,201,34.34167,-122.3695,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,2.0,,1,2,True,True,240.0,240.0,
CalCOFI1507OC,SE,2015-07-20 16:03:00,2015-07-20,2015,7,201,34.32483,-122.40083,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,240.0,170.0,
CalCOFI1507OC,SE,2015-07-20 16:03:00,2015-07-20,2015,7,201,34.32483,-122.40083,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,16.0,15.0,19.0,0.0,2,1,True,True,240.0,235.0,
CalCOFI1507OC,SE,2015-07-20 16:17:00,2015-07-20,2015,7,201,34.29933,-122.44767,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,240.0,240.0,
CalCOFI1507OC,SE,2015-07-20 16:18:00,2015-07-20,2015,7,201,34.29817,-122.45017,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,241.0,285.0,
CalCOFI1507OC,SE,2015-07-20 16:24:00,2015-07-20,2015,7,201,34.287,-122.47183,G,7.0,PC,30.0,330.0,12.0,3.0,5.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,240.0,305.0,
CalCOFI1507OC,SE,2015-07-20 17:40:00,2015-07-20,2015,7,201,34.16017,-122.72217,G,7.0,OV,90.0,330.0,12.0,3.0,5.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,2,2,True,True,240.0,270.0,
CalCOFI1507OC,SE,2015-07-20 18:04:00,2015-07-20,2015,7,201,34.11783,-122.80733,G,7.0,OV,85.0,330.0,12.0,3.0,5.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,240.0,215.0,
CalCOFI1507OC,SE,2015-07-20 20:46:00,2015-07-20,2015,7,201,34.05892,-122.96934,G,7.0,OV,100.0,340.0,11.0,3.0,6.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,3,True,True,240.0,320.0,"Leaving station 76/80, going to station 76/90.  Array deployed."
CalCOFI1507OC,SE,2015-07-20 21:00:00,2015-07-20,2015,7,201,34.02925,-123.01175,F,7.0,OV,100.0,240.0,12.0,4.0,6.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,2.0,2.0,2.0,0.0,2,3,True,True,240.0,280.0,
CalCOFI1507OC,SE,2015-07-20 22:53:00,2015-07-20,2015,7,201,33.836,-123.39717,P,1.0,LR,100.0,340.0,15.0,5.0,6.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,3,True,True,240.0,210.0,
CalCOFI1507OC,SE,2015-07-20 23:01:00,2015-07-20,2015,7,201,33.825,-123.4195,P,1.0,LR,100.0,340.0,15.0,5.0,6.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,,2,3,True,True,240.0,300.0,
CalCOFI1507OC,SE,2015-07-21 23:07:00,2015-07-21,2015,7,202,33.69367,-122.09433,G,7.0,PC,50.0,17.0,11.0,3.0,4.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,60.0,10.0,
CalCOFI1507OC,SE,2015-07-21 23:34:00,2015-07-21,2015,7,202,33.73867,-122.0035,G,7.0,PC,50.0,17.0,11.0,3.0,4.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,60.0,105.0,
CalCOFI1507OC,SE,2015-07-21 23:43:00,2015-07-21,2015,7,202,33.75283,-121.97183,G,7.0,PC,50.0,17.0,11.0,3.0,4.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,2.0,2.0,2.0,0.0,1,2,True,True,60.0,30.0,
CalCOFI1507OC,SE,2015-07-21 23:43:00,2015-07-21,2015,7,202,33.75283,-121.97183,G,7.0,PC,50.0,17.0,11.0,3.0,4.0,True,True,True,PM,Sperm Whale,Physeter macrocephalus,large_whale,10.0,9.0,15.0,2.0,1,1,True,True,60.0,80.0,
CalCOFI1507OC,SE,2015-07-22 13:15:00,2015-07-22,2015,7,203,34.2595,-120.73867,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,4.0,0.0,1,2,True,False,140.0,175.0,Begin day.  Array deployed.  Transiting south to station 83/51.  Off-transect.
CalCOFI1507OC,SE,2015-07-22 13:37:00,2015-07-22,2015,7,203,34.21167,-120.68733,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,27.0,24.0,30.0,,2,3,True,False,140.0,140.0,Camera card #2.
CalCOFI1507OC,SE,2015-07-22 13:56:00,2015-07-22,2015,7,203,34.166,-120.638,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,13.0,11.0,18.0,,1,3,True,False,140.0,220.0,Camera card #2.
CalCOFI1507OC,SE,2015-07-22 14:13:00,2015-07-22,2015,7,203,34.12767,-120.59783,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,20.0,20.0,33.0,1.0,1,3,True,False,140.0,170.0,Camera card #2.
CalCOFI1507OC,SE,2015-07-22 14:19:00,2015-07-22,2015,7,203,34.11283,-120.58217,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,1.0,1.0,1.0,0.0,1,3,True,False,140.0,200.0,
CalCOFI1507OC,SE,2015-07-22 14:46:00,2015-07-22,2015,7,203,34.04917,-120.52233,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,7.0,7.0,8.0,,1,2,True,False,140.0,190.0,Blows the size of blue whales or fin whales.
CalCOFI1507OC,SE,2015-07-22 15:00:00,2015-07-22,2015,7,203,34.018,-120.48683,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,25.0,30.0,22.0,3.0,1,3,True,False,120.0,180.0,
